image_name,tags
test_13771,haze primary clear agriculture water
test_13772,haze primary
test_13773,primary clear agriculture water
test_13774,haze primary clear
test_13775,cultivation primary clear agriculture
test_13776,primary partly_cloudy
test_13777,cultivation primary clear agriculture
test_13778,primary clear
test_13779,primary clear
test_13780,primary clear
test_13781,haze primary
test_13782,primary clear
test_13783,primary partly_cloudy
test_13784,cultivation primary road partly_cloudy agriculture
test_13785,haze primary partly_cloudy
test_13786,primary habitation clear road agriculture
test_13787,haze primary clear
test_13788,primary clear
test_13789,primary clear
test_13790,primary clear
test_13791,haze primary
test_13792,primary clear agriculture water
test_13793,primary clear
test_13794,cultivation primary habitation clear road agriculture water
test_13795,primary clear
test_13796,primary clear
test_13797,cultivation primary clear agriculture
test_13798,primary partly_cloudy agriculture water
test_13799,cultivation primary habitation clear road agriculture water
test_13800,primary clear road water
test_13801,primary clear
test_13802,primary clear road agriculture
test_13803,primary partly_cloudy cloudy
test_13804,cultivation primary partly_cloudy agriculture water
test_13805,primary partly_cloudy
test_13806,primary habitation road partly_cloudy agriculture
test_13807,primary partly_cloudy agriculture water
test_13808,primary clear
test_13809,primary partly_cloudy
test_13810,primary clear
test_13811,primary habitation clear road agriculture
test_13812,primary habitation clear road agriculture
test_13813,primary partly_cloudy
test_13814,cultivation primary habitation road partly_cloudy agriculture water
test_13815,primary road partly_cloudy agriculture water
test_13816,primary partly_cloudy
test_13817,cultivation primary habitation clear road partly_cloudy agriculture
test_13818,primary clear
test_13819,cultivation primary clear agriculture
test_13820,primary clear agriculture
test_13821,primary clear road selective_logging water
test_13822,primary partly_cloudy
test_13823,primary partly_cloudy agriculture water
test_13824,cultivation primary clear agriculture
test_13825,haze primary
test_13826,primary clear
test_13827,cultivation haze primary clear agriculture water
test_13828,primary clear
test_13829,haze primary cloudy
test_13830,primary partly_cloudy
test_13831,primary clear water
test_13832,primary clear
test_13833,primary clear
test_13834,cultivation primary clear agriculture
test_13835,primary habitation clear road agriculture
test_13836,haze primary
test_13837,primary clear road agriculture
test_13838,primary partly_cloudy
test_13839,primary habitation clear road agriculture
test_13840,primary clear
test_13841,cultivation primary clear agriculture
test_13842,primary road partly_cloudy agriculture
test_13843,artisinal_mine primary clear road water
test_13844,primary clear
test_13845,cultivation primary clear road agriculture
test_13846,haze primary clear agriculture
test_13847,primary habitation clear road agriculture water
test_13848,cultivation primary road partly_cloudy agriculture
test_13849,primary clear
test_13850,cultivation primary clear agriculture water
test_13851,primary partly_cloudy
test_13852,haze primary road agriculture water
test_13853,primary clear water
test_13854,primary clear
test_13855,primary clear
test_13856,primary clear
test_13857,primary clear road water
test_13858,cultivation primary habitation clear road agriculture water
test_13859,primary clear agriculture water
test_13860,primary clear
test_13861,primary clear road water
test_13862,cultivation primary clear agriculture water
test_13863,primary road partly_cloudy agriculture water
test_13864,primary clear
test_13865,haze primary cloudy
test_13866,haze primary clear
test_13867,haze primary agriculture
test_13868,primary clear
test_13869,primary partly_cloudy
test_13870,primary partly_cloudy agriculture water
test_13871,primary clear partly_cloudy
test_13872,primary clear
test_13873,primary clear agriculture water
test_13874,primary clear
test_13875,clear water cloudy
test_13876,cloudy
test_13877,primary clear agriculture water
test_13878,primary partly_cloudy
test_13879,primary clear
test_13880,primary clear water
test_13881,primary partly_cloudy
test_13882,primary partly_cloudy agriculture
test_13883,primary clear
test_13884,primary habitation clear road agriculture
test_13885,primary clear
test_13886,primary clear road agriculture water
test_13887,primary clear road agriculture
test_13888,primary road partly_cloudy agriculture
test_13889,primary clear road water
test_13890,primary habitation road partly_cloudy agriculture
test_13891,primary clear road agriculture water
test_13892,cultivation primary clear road agriculture water
test_13893,primary habitation clear road agriculture
test_13894,primary clear
test_13895,primary clear
test_13896,primary clear
test_13897,primary habitation clear road agriculture
test_13898,primary partly_cloudy
test_13899,cultivation primary habitation clear road agriculture
test_13900,primary clear
test_13901,primary partly_cloudy agriculture water
test_13902,primary clear
test_13903,cloudy
test_13904,primary clear
test_13905,primary clear road agriculture water
test_13906,primary clear
test_13907,haze primary clear
test_13908,haze primary clear agriculture water
test_13909,primary clear
test_13910,primary partly_cloudy
test_13911,primary clear water
test_13912,primary clear
test_13913,bare_ground primary clear agriculture
test_13914,primary clear road agriculture
test_13915,primary partly_cloudy
test_13916,primary clear
test_13917,primary partly_cloudy agriculture
test_13918,cultivation haze primary clear road agriculture
test_13919,cloudy
test_13920,primary clear road agriculture water
test_13921,primary clear
test_13922,primary partly_cloudy
test_13923,primary partly_cloudy
test_13924,primary clear
test_13925,bare_ground primary habitation clear road agriculture water
test_13926,primary clear agriculture
test_13927,cultivation primary clear agriculture
test_13928,primary clear
test_13929,cultivation primary clear road agriculture
test_13930,cultivation primary clear agriculture
test_13931,primary clear
test_13932,cloudy
test_13933,primary clear road agriculture
test_13934,primary clear
test_13935,primary habitation clear road agriculture water
test_13936,primary clear
test_13937,primary habitation clear road agriculture water
test_13938,cultivation haze primary clear road agriculture water
test_13939,primary clear road water
test_13940,primary clear road agriculture water
test_13941,primary habitation clear road agriculture
test_13942,primary clear
test_13943,primary clear
test_13944,primary partly_cloudy
test_13945,primary clear partly_cloudy
test_13946,haze primary clear road agriculture water
test_13947,primary clear partly_cloudy
test_13948,primary partly_cloudy
test_13949,primary clear
test_13950,primary road partly_cloudy agriculture
test_13951,primary habitation clear road agriculture
test_13952,haze primary
test_13953,primary clear water
test_13954,primary clear
test_13955,primary partly_cloudy
test_13956,primary clear
test_13957,primary clear
test_13958,primary clear
test_13959,primary clear road agriculture
test_13960,haze primary
test_13961,primary clear road agriculture water
test_13962,haze primary cloudy
test_13963,cultivation primary clear agriculture
test_13964,cultivation primary habitation road partly_cloudy agriculture
test_13965,primary habitation clear road agriculture
test_13966,primary clear
test_13967,primary clear
test_13968,primary clear water
test_13969,primary partly_cloudy
test_13970,cultivation haze primary clear road agriculture water
test_13971,primary partly_cloudy
test_13972,primary habitation clear road agriculture
test_13973,primary clear road partly_cloudy agriculture water
test_13974,primary clear water
test_13975,primary clear
test_13976,cultivation primary clear agriculture
test_13977,cultivation primary clear road agriculture
test_13978,artisinal_mine primary clear road agriculture water
test_13979,primary clear water
test_13980,primary clear agriculture
test_13981,primary habitation clear road agriculture
test_13982,haze primary clear agriculture water
test_13983,primary partly_cloudy
test_13984,primary clear
test_13985,cultivation primary habitation road partly_cloudy agriculture
test_13986,primary road partly_cloudy agriculture water
test_13987,primary partly_cloudy
test_13988,primary clear
test_13989,cultivation primary clear agriculture
test_13990,primary clear road water
test_13991,cultivation primary habitation clear road agriculture water
test_13992,cloudy
test_13993,bare_ground primary clear agriculture
test_13994,primary partly_cloudy water cloudy
test_13995,haze primary
test_13996,cultivation primary habitation clear road agriculture
test_13997,primary clear
test_13998,primary partly_cloudy
test_13999,primary clear
test_14000,primary clear
test_14001,primary clear agriculture water
test_14002,primary clear
test_14003,primary clear
test_14004,primary partly_cloudy
test_14005,primary partly_cloudy
test_14006,primary habitation clear road agriculture
test_14007,primary clear
test_14008,primary clear
test_14009,primary habitation clear road agriculture
test_14010,haze primary clear road agriculture water
test_14011,primary clear road partly_cloudy agriculture water
test_14012,primary clear
test_14013,haze primary clear road agriculture water
test_14014,primary clear
test_14015,primary habitation clear road agriculture
test_14016,primary clear
test_14017,cultivation primary road partly_cloudy agriculture water
test_14018,cultivation primary clear agriculture
test_14019,bare_ground primary clear road agriculture
test_14020,primary clear road agriculture
test_14021,primary road partly_cloudy agriculture
test_14022,primary partly_cloudy
test_14023,haze primary habitation road partly_cloudy agriculture water
test_14024,cultivation primary habitation clear road agriculture
test_14025,cloudy
test_14026,primary clear water
test_14027,primary clear
test_14028,primary partly_cloudy
test_14029,primary partly_cloudy
test_14030,cultivation primary clear agriculture
test_14031,primary clear
test_14032,primary partly_cloudy agriculture water
test_14033,primary clear
test_14034,haze primary clear
test_14035,cultivation primary clear road agriculture
test_14036,primary partly_cloudy agriculture
test_14037,primary clear
test_14038,primary habitation clear road agriculture
test_14039,primary clear
test_14040,primary clear
test_14041,primary clear
test_14042,primary clear agriculture water
test_14043,bare_ground primary clear road agriculture
test_14044,primary clear
test_14045,cloudy
test_14046,primary habitation clear road agriculture
test_14047,primary clear
test_14048,primary clear
test_14049,primary habitation clear road agriculture
test_14050,primary habitation clear road agriculture
test_14051,primary clear
test_14052,primary clear
test_14053,cultivation primary clear road partly_cloudy agriculture
test_14054,primary partly_cloudy
test_14055,primary clear
test_14056,primary clear
test_14057,cultivation primary clear agriculture
test_14058,cloudy
test_14059,primary clear
test_14060,primary clear
test_14061,primary clear
test_14062,cultivation primary habitation clear road agriculture water
test_14063,primary clear water
test_14064,haze primary clear
test_14065,primary clear
test_14066,cultivation primary clear agriculture
test_14067,primary clear road agriculture
test_14068,primary road partly_cloudy agriculture
test_14069,primary clear
test_14070,primary clear
test_14071,haze primary clear
test_14072,primary partly_cloudy
test_14073,primary partly_cloudy
test_14074,haze primary
test_14075,primary clear
test_14076,haze primary clear
test_14077,primary habitation road partly_cloudy agriculture
test_14078,primary clear
test_14079,haze primary partly_cloudy
test_14080,cultivation primary partly_cloudy agriculture
test_14081,primary clear
test_14082,primary clear
test_14083,cultivation primary clear agriculture
test_14084,cultivation primary habitation clear road agriculture water
test_14085,cultivation primary clear partly_cloudy agriculture
test_14086,primary clear
test_14087,cloudy
test_14088,cultivation primary clear agriculture
test_14089,primary clear
test_14090,primary habitation clear road agriculture
test_14091,haze primary water
test_14092,clear water cloudy
test_14093,primary partly_cloudy agriculture
test_14094,haze primary
test_14095,cultivation primary habitation clear road agriculture water
test_14096,cultivation primary clear road agriculture
test_14097,primary partly_cloudy
test_14098,primary partly_cloudy
test_14099,primary clear
test_14100,haze primary clear road agriculture water
test_14101,primary clear
test_14102,primary partly_cloudy
test_14103,primary clear
test_14104,primary clear
test_14105,primary habitation clear road agriculture
test_14106,primary clear
test_14107,cultivation primary clear road agriculture
test_14108,primary habitation clear road agriculture
test_14109,primary clear
test_14110,cultivation primary clear agriculture
test_14111,cultivation primary road partly_cloudy agriculture water
test_14112,primary clear road water
test_14113,cloudy
test_14114,primary clear
test_14115,primary clear
test_14116,cultivation primary road partly_cloudy agriculture water
test_14117,clear water cloudy
test_14118,haze primary
test_14119,primary clear
test_14120,primary clear
test_14121,primary clear agriculture water
test_14122,primary partly_cloudy agriculture water
test_14123,primary clear
test_14124,primary clear
test_14125,primary clear road agriculture water
test_14126,primary partly_cloudy agriculture
test_14127,primary partly_cloudy
test_14128,primary clear
test_14129,primary partly_cloudy agriculture
test_14130,primary partly_cloudy
test_14131,haze primary agriculture water
test_14132,cultivation primary road partly_cloudy agriculture
test_14133,cultivation primary clear road agriculture water
test_14134,primary road partly_cloudy agriculture water
test_14135,primary clear road water
test_14136,primary clear
test_14137,cultivation primary clear road agriculture
test_14138,clear water cloudy
test_14139,primary clear
test_14140,cultivation primary habitation clear road agriculture water
test_14141,primary clear agriculture water
test_14142,primary habitation clear road partly_cloudy agriculture water
test_14143,primary clear partly_cloudy
test_14144,primary road partly_cloudy agriculture
test_14145,primary partly_cloudy cloudy
test_14146,bare_ground primary clear road agriculture
test_14147,primary clear road agriculture water
test_14148,primary clear
test_14149,cultivation primary habitation clear road agriculture water
test_14150,primary clear
test_14151,primary clear
test_14152,primary clear road agriculture
test_14153,primary clear
test_14154,primary road partly_cloudy agriculture water
test_14155,primary partly_cloudy cloudy
test_14156,haze primary clear road agriculture water
test_14157,cultivation primary clear agriculture
test_14158,cultivation primary clear agriculture
test_14159,primary partly_cloudy
test_14160,primary clear partly_cloudy water
test_14161,haze primary water cloudy
test_14162,primary habitation clear road agriculture water
test_14163,cloudy
test_14164,primary clear
test_14165,primary clear
test_14166,primary clear
test_14167,bare_ground primary clear agriculture water
test_14168,primary partly_cloudy
test_14169,primary clear road agriculture water
test_14170,primary partly_cloudy
test_14171,primary road partly_cloudy agriculture water
test_14172,primary habitation clear road agriculture water
test_14173,primary clear
test_14174,primary habitation clear road agriculture
test_14175,cultivation primary clear agriculture
test_14176,bare_ground primary habitation clear road agriculture
test_14177,cultivation primary clear agriculture
test_14178,primary road partly_cloudy agriculture
test_14179,primary partly_cloudy agriculture water
test_14180,primary clear
test_14181,primary clear
test_14182,primary clear
test_14183,primary clear road agriculture water
test_14184,primary habitation clear road agriculture
test_14185,primary clear
test_14186,primary clear
test_14187,primary clear
test_14188,primary clear
test_14189,haze primary cloudy
test_14190,primary clear water
test_14191,primary habitation clear road
test_14192,cultivation haze primary clear agriculture
test_14193,primary clear agriculture water
test_14194,primary road partly_cloudy agriculture
test_14195,cultivation primary clear agriculture water
test_14196,haze primary agriculture water
test_14197,primary clear
test_14198,primary partly_cloudy
test_14199,cultivation primary habitation clear road agriculture
test_14200,primary partly_cloudy
test_14201,primary partly_cloudy
test_14202,cultivation primary partly_cloudy agriculture water
test_14203,primary clear road agriculture water
test_14204,primary partly_cloudy agriculture
test_14205,primary habitation clear road agriculture
test_14206,cloudy
test_14207,primary clear
test_14208,primary clear
test_14209,primary habitation clear road agriculture
test_14210,artisinal_mine primary habitation clear road agriculture water
test_14211,primary clear road agriculture
test_14212,primary clear road agriculture water
test_14213,cultivation primary road partly_cloudy agriculture water
test_14214,primary road partly_cloudy agriculture water
test_14215,primary clear
test_14216,bare_ground primary clear road agriculture
test_14217,bare_ground primary clear road agriculture water
test_14218,cultivation primary partly_cloudy agriculture
test_14219,primary clear
test_14220,primary clear
test_14221,primary clear road agriculture water
test_14222,primary clear partly_cloudy agriculture water
test_14223,primary clear
test_14224,primary clear road agriculture water
test_14225,haze primary cloudy
test_14226,cloudy
test_14227,haze primary agriculture water
test_14228,primary clear water
test_14229,primary clear
test_14230,cultivation primary clear agriculture
test_14231,primary partly_cloudy
test_14232,primary habitation road partly_cloudy agriculture
test_14233,cultivation primary clear road agriculture
test_14234,haze primary
test_14235,primary road partly_cloudy agriculture
test_14236,primary clear water
test_14237,primary partly_cloudy
test_14238,primary partly_cloudy
test_14239,cultivation haze primary clear agriculture water
test_14240,primary clear
test_14241,primary road partly_cloudy agriculture water
test_14242,cultivation primary road partly_cloudy agriculture
test_14243,haze primary cloudy
test_14244,primary road partly_cloudy agriculture
test_14245,cultivation primary road partly_cloudy agriculture water
test_14246,haze primary agriculture water
test_14247,primary clear
test_14248,haze primary water
test_14249,cloudy
test_14250,primary partly_cloudy
test_14251,primary clear water
test_14252,cultivation primary habitation clear road agriculture
test_14253,primary habitation clear road agriculture water
test_14254,primary clear
test_14255,haze primary clear road agriculture water
test_14256,cloudy
test_14257,cultivation primary road partly_cloudy agriculture
test_14258,primary partly_cloudy
test_14259,cultivation primary habitation clear road agriculture
test_14260,bare_ground primary clear road agriculture
test_14261,primary clear
test_14262,primary clear water
test_14263,primary partly_cloudy cloudy
test_14264,cultivation primary clear agriculture water
test_14265,primary clear road agriculture
test_14266,primary clear
test_14267,primary clear
test_14268,primary partly_cloudy agriculture
test_14269,primary clear
test_14270,primary clear
test_14271,haze primary
test_14272,haze primary clear agriculture water
test_14273,primary clear
test_14274,bare_ground primary habitation clear road agriculture
test_14275,primary clear
test_14276,cultivation primary habitation clear road partly_cloudy agriculture water
test_14277,primary clear road agriculture water
test_14278,primary clear
test_14279,primary partly_cloudy
test_14280,primary partly_cloudy
test_14281,primary clear
test_14282,primary habitation clear road agriculture water
test_14283,primary clear
test_14284,primary clear
test_14285,primary clear
test_14286,primary clear
test_14287,primary habitation road partly_cloudy agriculture
test_14288,primary partly_cloudy
test_14289,primary clear
test_14290,haze primary
test_14291,bare_ground primary clear road agriculture water
test_14292,haze primary
test_14293,primary clear
test_14294,haze primary clear
test_14295,primary partly_cloudy
test_14296,cultivation primary clear agriculture
test_14297,primary clear
test_14298,cultivation primary clear agriculture
test_14299,haze primary
test_14300,primary clear
test_14301,primary clear
test_14302,haze primary
test_14303,primary clear water
test_14304,primary partly_cloudy cloudy
test_14305,primary clear
test_14306,primary partly_cloudy
test_14307,primary clear water
test_14308,primary habitation clear road agriculture
test_14309,primary road partly_cloudy agriculture
test_14310,primary partly_cloudy
test_14311,primary partly_cloudy cloudy
test_14312,primary clear
test_14313,primary clear water
test_14314,cultivation primary clear road agriculture
test_14315,haze primary clear
test_14316,primary clear water
test_14317,primary clear
test_14318,haze primary clear
test_14319,clear water cloudy
test_14320,primary clear road agriculture water
test_14321,haze primary clear
test_14322,primary clear
test_14323,cultivation primary clear agriculture
test_14324,primary clear
test_14325,primary clear
test_14326,haze primary clear road agriculture water
test_14327,primary partly_cloudy
test_14328,cultivation primary habitation clear road agriculture
test_14329,primary partly_cloudy
test_14330,bare_ground artisinal_mine primary habitation clear road agriculture water
test_14331,primary clear partly_cloudy agriculture water
test_14332,primary clear
test_14333,cultivation primary partly_cloudy agriculture
test_14334,primary clear
test_14335,primary partly_cloudy
test_14336,primary clear
test_14337,primary partly_cloudy
test_14338,primary partly_cloudy
test_14339,cultivation primary clear road agriculture
test_14340,primary habitation road partly_cloudy agriculture water
test_14341,primary clear
test_14342,primary clear agriculture
test_14343,cloudy
test_14344,primary clear
test_14345,primary partly_cloudy
test_14346,primary clear
test_14347,primary partly_cloudy
test_14348,cultivation primary habitation clear road agriculture
test_14349,primary partly_cloudy
test_14350,primary road partly_cloudy agriculture water
test_14351,primary clear
test_14352,cultivation primary clear road agriculture
test_14353,primary clear
test_14354,primary road partly_cloudy agriculture water
test_14355,primary clear
test_14356,haze primary clear road partly_cloudy agriculture water
test_14357,cultivation primary habitation clear road agriculture
test_14358,primary habitation clear road
test_14359,cultivation primary clear agriculture
test_14360,primary clear road water
test_14361,cultivation primary clear agriculture
test_14362,cultivation primary clear agriculture
test_14363,primary partly_cloudy
test_14364,primary partly_cloudy
test_14365,primary clear agriculture water cloudy
test_14366,primary partly_cloudy
test_14367,primary partly_cloudy agriculture
test_14368,primary clear
test_14369,primary partly_cloudy
test_14370,primary clear water
test_14371,primary clear
test_14372,cultivation primary clear agriculture
test_14373,primary clear
test_14374,primary clear
test_14375,primary clear
test_14376,cultivation primary road partly_cloudy agriculture
test_14377,primary partly_cloudy
test_14378,primary clear
test_14379,cultivation primary clear road agriculture water
test_14380,cultivation primary clear agriculture
test_14381,primary clear
test_14382,primary clear
test_14383,cultivation primary clear agriculture
test_14384,primary clear agriculture water
test_14385,primary clear
test_14386,primary clear
test_14387,cultivation primary clear agriculture
test_14388,primary habitation clear road agriculture
test_14389,primary habitation clear road agriculture
test_14390,primary clear
test_14391,primary clear
test_14392,cultivation primary clear agriculture
test_14393,cultivation primary clear agriculture
test_14394,cloudy
test_14395,primary clear water
test_14396,primary partly_cloudy
test_14397,primary clear
test_14398,primary habitation clear road agriculture water
test_14399,primary clear
test_14400,haze primary cloudy
test_14401,primary partly_cloudy agriculture water
test_14402,primary clear
test_14403,primary habitation clear road agriculture water
test_14404,primary clear road water
test_14405,primary clear road agriculture water
test_14406,cultivation primary habitation clear road agriculture water
test_14407,primary clear
test_14408,clear water cloudy
test_14409,cloudy
test_14410,cultivation primary clear agriculture water
test_14411,cultivation primary habitation clear road agriculture water
test_14412,cultivation primary clear agriculture
test_14413,primary partly_cloudy
test_14414,primary clear
test_14415,primary clear agriculture water
test_14416,haze primary
test_14417,cultivation primary habitation clear road agriculture water
test_14418,primary partly_cloudy agriculture water
test_14419,cultivation haze primary clear road agriculture
test_14420,haze primary
test_14421,primary clear
test_14422,cloudy
test_14423,primary clear water cloudy
test_14424,haze primary clear
test_14425,cultivation haze primary clear agriculture water
test_14426,primary habitation clear road partly_cloudy agriculture water
test_14427,primary clear
test_14428,primary partly_cloudy
test_14429,primary road partly_cloudy agriculture water
test_14430,primary clear
test_14431,cultivation primary clear agriculture
test_14432,primary habitation clear road agriculture water
test_14433,primary habitation clear road agriculture water
test_14434,cultivation primary clear agriculture
test_14435,cultivation primary road partly_cloudy agriculture
test_14436,cultivation primary habitation clear road agriculture water
test_14437,primary road partly_cloudy agriculture water
test_14438,primary clear
test_14439,primary clear road agriculture water
test_14440,primary clear
test_14441,primary clear
test_14442,primary clear road agriculture
test_14443,primary clear
test_14444,primary partly_cloudy
test_14445,primary partly_cloudy agriculture water
test_14446,primary clear
test_14447,primary clear
test_14448,cultivation primary habitation clear road agriculture
test_14449,primary clear
test_14450,cloudy
test_14451,primary clear road water
test_14452,artisinal_mine primary habitation clear road agriculture water
test_14453,primary clear road partly_cloudy agriculture water
test_14454,primary clear
test_14455,cultivation primary habitation clear road agriculture water
test_14456,cultivation primary habitation clear road agriculture water
test_14457,primary habitation clear road agriculture water
test_14458,primary clear
test_14459,cloudy
test_14460,haze primary
test_14461,cultivation primary clear road agriculture
test_14462,haze primary cloudy
test_14463,primary road partly_cloudy agriculture
test_14464,primary clear
test_14465,primary partly_cloudy agriculture water
test_14466,primary clear road agriculture water
test_14467,clear water cloudy
test_14468,haze primary
test_14469,cultivation primary clear road agriculture
test_14470,primary habitation clear road agriculture
test_14471,primary partly_cloudy
test_14472,primary clear
test_14473,primary clear
test_14474,cultivation primary habitation clear road agriculture
test_14475,primary habitation road partly_cloudy agriculture water
test_14476,haze primary
test_14477,primary clear
test_14478,primary clear
test_14479,primary clear road agriculture
test_14480,primary clear agriculture
test_14481,primary clear
test_14482,cultivation primary road partly_cloudy agriculture
test_14483,primary clear
test_14484,primary clear
test_14485,cultivation primary habitation clear road agriculture water
test_14486,haze primary
test_14487,primary clear road agriculture water
test_14488,cultivation primary partly_cloudy agriculture
test_14489,primary clear
test_14490,cultivation primary clear road agriculture water
test_14491,primary partly_cloudy cloudy
test_14492,cultivation primary clear agriculture
test_14493,cultivation haze primary clear agriculture water
test_14494,primary clear
test_14495,primary partly_cloudy
test_14496,primary clear
test_14497,cultivation primary clear agriculture
test_14498,haze primary
test_14499,primary clear agriculture water
test_14500,primary clear
test_14501,primary clear
test_14502,primary clear agriculture water
test_14503,bare_ground primary clear road agriculture
test_14504,primary clear road agriculture
test_14505,primary clear road agriculture
test_14506,primary clear
test_14507,primary habitation clear road agriculture
test_14508,haze primary road agriculture water
test_14509,primary habitation clear road agriculture
test_14510,haze primary clear road agriculture water
test_14511,primary partly_cloudy
test_14512,primary clear road agriculture water
test_14513,primary habitation clear road agriculture water
test_14514,primary clear
test_14515,cultivation primary habitation clear road agriculture
test_14516,primary clear water
test_14517,primary clear
test_14518,primary clear
test_14519,primary clear
test_14520,cultivation primary clear agriculture
test_14521,artisinal_mine primary clear road agriculture water
test_14522,primary habitation clear road agriculture
test_14523,cultivation primary clear agriculture
test_14524,primary clear road agriculture water
test_14525,cultivation primary clear agriculture
test_14526,primary clear
test_14527,primary road partly_cloudy agriculture water
test_14528,cultivation primary habitation clear road agriculture
test_14529,artisinal_mine primary habitation clear road agriculture water
test_14530,primary clear road agriculture
test_14531,haze primary
test_14532,primary habitation clear road agriculture water
test_14533,primary partly_cloudy
test_14534,cloudy
test_14535,primary partly_cloudy
test_14536,cultivation primary clear agriculture
test_14537,primary clear
test_14538,bare_ground primary clear agriculture
test_14539,primary habitation road partly_cloudy agriculture
test_14540,haze primary
test_14541,primary clear
test_14542,cultivation primary clear agriculture
test_14543,primary clear
test_14544,primary clear road agriculture
test_14545,cultivation primary clear agriculture
test_14546,primary clear
test_14547,primary clear
test_14548,primary clear
test_14549,primary clear water
test_14550,primary clear
test_14551,primary clear
test_14552,primary clear agriculture water
test_14553,primary clear
test_14554,haze primary cloudy
test_14555,primary habitation clear road partly_cloudy agriculture water
test_14556,primary partly_cloudy
test_14557,primary habitation clear road partly_cloudy agriculture
test_14558,primary clear
test_14559,primary clear water cloudy
test_14560,primary clear
test_14561,primary road partly_cloudy agriculture water
test_14562,primary clear
test_14563,primary clear water
test_14564,primary partly_cloudy agriculture water
test_14565,primary clear
test_14566,primary partly_cloudy
test_14567,cultivation primary clear agriculture
test_14568,cloudy
test_14569,primary clear
test_14570,primary clear
test_14571,primary clear
test_14572,primary clear
test_14573,primary partly_cloudy
test_14574,primary clear
test_14575,haze primary clear
test_14576,primary clear
test_14577,primary clear water
test_14578,primary clear
test_14579,primary clear
test_14580,primary clear
test_14581,primary clear
test_14582,primary clear road agriculture water
test_14583,cultivation primary clear agriculture
test_14584,bare_ground primary clear road agriculture
test_14585,cultivation primary clear agriculture
test_14586,cultivation primary road partly_cloudy agriculture
test_14587,primary clear
test_14588,primary clear agriculture water
test_14589,primary clear
test_14590,cultivation primary clear road agriculture water
test_14591,haze primary cloudy
test_14592,cultivation primary partly_cloudy agriculture
test_14593,primary habitation clear road agriculture
test_14594,primary clear
test_14595,primary clear
test_14596,primary clear
test_14597,cultivation primary clear agriculture
test_14598,primary clear agriculture water
test_14599,primary clear
test_14600,primary clear
test_14601,primary clear
test_14602,primary clear
test_14603,primary clear
test_14604,primary clear
test_14605,primary clear
test_14606,primary clear partly_cloudy
test_14607,cloudy
test_14608,haze primary clear
test_14609,primary clear
test_14610,cultivation haze primary clear road agriculture
test_14611,artisinal_mine primary habitation clear road agriculture water
test_14612,cultivation primary clear road agriculture water
test_14613,cultivation primary habitation clear road agriculture
test_14614,primary partly_cloudy
test_14615,haze primary clear
test_14616,primary clear road agriculture water
test_14617,primary clear
test_14618,cultivation primary clear road agriculture
test_14619,cloudy
test_14620,haze primary clear road agriculture water
test_14621,primary clear water
test_14622,cultivation primary habitation clear road agriculture
test_14623,primary habitation clear road agriculture
test_14624,primary clear
test_14625,primary clear partly_cloudy
test_14626,primary clear
test_14627,primary clear
test_14628,primary clear
test_14629,cultivation primary habitation clear road agriculture
test_14630,primary clear road agriculture
test_14631,cultivation primary habitation clear road agriculture
test_14632,haze primary
test_14633,primary clear road selective_logging agriculture water
test_14634,cultivation haze primary clear road agriculture water
test_14635,cultivation primary habitation clear road agriculture
test_14636,primary clear
test_14637,cultivation primary habitation clear road agriculture water
test_14638,haze primary cloudy
test_14639,primary clear road agriculture
test_14640,primary clear
test_14641,primary clear
test_14642,primary partly_cloudy
test_14643,primary clear
test_14644,primary clear water
test_14645,primary clear
test_14646,primary clear
test_14647,primary clear
test_14648,haze primary
test_14649,primary clear
test_14650,cultivation primary habitation clear road agriculture
test_14651,primary clear
test_14652,primary clear water
test_14653,cultivation primary habitation clear road partly_cloudy agriculture
test_14654,primary clear
test_14655,cultivation primary clear agriculture
test_14656,primary clear
test_14657,primary partly_cloudy cloudy
test_14658,primary habitation clear road agriculture water
test_14659,primary partly_cloudy cloudy
test_14660,primary habitation clear road agriculture water
test_14661,primary habitation clear road partly_cloudy agriculture water
test_14662,primary clear partly_cloudy water
test_14663,primary partly_cloudy
test_14664,primary clear
test_14665,clear water cloudy
test_14666,primary clear road agriculture water
test_14667,primary clear
test_14668,primary clear
test_14669,primary clear
test_14670,primary habitation clear road agriculture
test_14671,haze primary cloudy
test_14672,primary clear
test_14673,cloudy
test_14674,primary clear
test_14675,primary clear road agriculture water
test_14676,primary clear
test_14677,cultivation artisinal_mine primary habitation clear road agriculture water
test_14678,primary road partly_cloudy agriculture water
test_14679,clear water cloudy
test_14680,primary partly_cloudy
test_14681,cultivation primary habitation clear road agriculture water
test_14682,primary clear road agriculture
test_14683,primary clear
test_14684,primary clear
test_14685,primary partly_cloudy
test_14686,primary clear
test_14687,haze primary cloudy
test_14688,primary clear road selective_logging water
test_14689,haze primary
test_14690,cultivation primary habitation clear road agriculture
test_14691,primary clear
test_14692,primary clear
test_14693,primary habitation clear road
test_14694,primary clear
test_14695,primary clear
test_14696,cloudy
test_14697,primary clear road agriculture
test_14698,primary clear
test_14699,primary partly_cloudy
test_14700,primary clear
test_14701,cloudy
test_14702,primary clear
test_14703,primary clear
test_14704,haze primary clear water
test_14705,cultivation primary clear agriculture
test_14706,cultivation primary road partly_cloudy agriculture
test_14707,primary partly_cloudy agriculture water
test_14708,primary clear road agriculture
test_14709,primary road partly_cloudy agriculture
